dbn,n_prgm,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description,url,coor,lat,long,n,prgm_set
29Q265,2,Excelsior Preparatory High School,,"143-10 Springfield Boulevard, Springfield Gardens NY 11413 (40.66903,-73.757744)",www.school.ephsinstrctn.org,422,"10th Grade Seats Available,College Trips,Extended Day Program,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16954,"40.66903,-73.757744",40.66903,-73.757744,0.1,"Gateway to Higher Education, Humanities"
29Q272,3,George Washington Carver High School for the Sciences,,"143-10 Springfield Boulevard, Springfield Gardens NY 11413 (40.66903,-73.757744)",GWC.CONNECTWITHKIDS.COM,390,"Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,LYFE (Living For The Young Family Through Education),Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19129,"40.66903,-73.757744",40.66903,-73.757744,0.15,"Veterinary Science Institute, Pre-Nursing Institute Program, Carver Research Institute"
29Q283,1,Preparatory Academy for Writers: A College Board School,,"143-10 Springfield Boulevard, Springfield Gardens NY 11413 (40.66903,-73.757744)",www.preparatoryacademyforwriters.com,557,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Tutoring,LYFE (Living For The Young Family Through Education),Online Grading System,Summer Bridge",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16045,"40.66903,-73.757744",40.66903,-73.757744,0.05,Preparatory Academy for Writers
29Q313,1,Benjamin Franklin High School for Finance & Information Technology,,"207- 01 116th Avenue, Cambria Heights NY 11411 (40.698786,-73.74633)",https://franklin.fit/,413,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17390,"40.698786,-73.74633",40.698786,-73.74633,0.05,Benjamin Franklin High School for Finance & Information Technology
29Q326,1,Cambria Heights Academy,,"188-04 91st Avenue, Hollis NY 11423 (40.711857,-73.771196)",nycacademy.org,370,"10th Grade Seats Available,Career and Technical Education (CTE)",Not Accessible,https://www.myschools.nyc/en/schools/high-school/14898,"40.711857,-73.771196",40.711857,-73.771196,0.05,Cambria Heights Academy
29Q327,1,Eagle Academy for Young Men III,,"171-10 Linden Boulevard, Jamaica NY 11434 (40.69172,-73.778924)",Eagleseq.org,421,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Internship Expected,Internships Available,Online Grading System,Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15199,"40.69172,-73.778924",40.69172,-73.778924,0.05,Eagle Academy for Young Men III
29Q492,1,"Mathematics, Science Research and Technology Magnet High School",,"207- 01 116th Avenue, Cambria Heights NY 11411 (40.698786,-73.74633)",www.masths.org,401,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15165,"40.698786,-73.74633",40.698786,-73.74633,0.05,"Science, Technology, Engineering, Arts and Mathematics (S.T.E.A.M"
29Q498,4,Humanities & Arts Magnet High School,,"207- 01 116th Avenue, Cambria Heights NY 11411 (40.698786,-73.74633)",https://www.humanitiesandthearts.org/,372,"10th Grade Seats Available,College Trips,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17995,"40.698786,-73.74633",40.698786,-73.74633,0.2,"Performing Arts: Dance Institute, Computer Tech and Robotics STEM Engineering, Institute of Visual Arts, Cosmetology/Barbering Science and Entrepreneurship"
30Q258,2,Energy Tech High School,,"36-41 28th Street, Astoria NY 11106 (40.756471,-73.932628)",energytechschool.org,512,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Early College,Extended Day Tutoring,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15137,"40.756471,-73.932628",40.756471,-73.932628,0.1,"Energy Tech High School, Energy Tech High School D75 Inclusion Program"
30Q286,1,"Young Women's Leadership School, Astoria (TYWLS)",,"23-15 Newtown Avenue, Astoria NY 11102 (40.770769,-73.92383)",https://www.tywls-astoria.org/,578,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19594,"40.770769,-73.92383",40.770769,-73.92383,0.05,"The Young Women's Leadership School, Astoria"
30Q301,2,Academy for Careers in Television and Film (ACTV),Priority to applicants eligible for free lunch for 63% of seats,"1-50 51st Avenue, Long Island City NY 11101 (40.742964,-73.959183)",www.actvf.org,548,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Diversity in Admissions,Early College,Extended Day Program,Online Grading System,Orientation,Summer Internships,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19668,"40.742964,-73.959183",40.742964,-73.959183,0.1,"Academy for Careers in Television and Film, Academy for Careers in Television and Film ASD Nest Program"
30Q445,6,William Cullen Bryant High School,,"48-10 31st Avenue, Astoria NY 11103 (40.757072,-73.911165)",www.wcbryanths.org,2287,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17820,"40.757072,-73.911165",40.757072,-73.911165,0.3,"Forensic Science and Law Academy, Business and Technology Institute, Performing Arts Institute, AVID, Math and Science Academy, Zoned"
30Q450,9,Long Island City High School,,"14-30 Broadway, Astoria NY 11106 (40.765881,-73.933907)",http://longislandcityhs.schoolwires.net,2204,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18524,"40.765881,-73.933907",40.765881,-73.933907,0.45,"Global Informatics, Culinary Institute, Academy of Restaurant and Hotel Management, Sports Medicine & Health Sciences, Community & Culture, Broadway Productions, Global Languages Academy, Dual Language Spanish Program, Zoned"
30Q501,6,Frank Sinatra School of the Arts High School,,"35-12 35th Avenue, Astoria NY 11106 (40.756099,-73.925182)",www.franksinatraschoolofthearts.org,851,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internships Available,Online Grading System,Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16934,"40.756099,-73.925182",40.756099,-73.925182,0.3,"Film and Media Arts, Fine Arts, Instrumental Music, Vocal Music, Dance, Drama"
30Q502,2,Information Technology High School,,"21-16 44th Road, Long Island City NY 11101 (40.748502,-73.946488)",https://www.infotechhs.net,976,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Internship Expected,Internships Available,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16802,"40.748502,-73.946488",40.748502,-73.946488,0.1,"Information Technology, Information Technology High School D75 Inclusion Program"
30Q555,1,Newcomers High School,,"28-01 41st Avenue, Long Island City NY 11101 (40.751838,-73.936592)",newcomershs.schoolwires.net,792,"College Trips,Dress Code,Extended Day Program,Orientation,Summer Bridge,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15369,"40.751838,-73.936592",40.751838,-73.936592,0.05,Newcomers High School
30Q575,2,Academy of American Studies,,"28-04 41st Avenue, Long Island City NY 11101 (40.751144,-73.937564)",www.academyofamericanstudies.com,1025,10th Grade Seats Available,Not Accessible,https://www.myschools.nyc/en/schools/high-school/18584,"40.751144,-73.937564",40.751144,-73.937564,0.1,"Academic Humanities, Intensive Academic Humanities"
30Q580,1,Baccalaureate School for Global Education,,"34-12 36th Avenue, Astoria NY 11106 (40.754975,-73.926977)",www.bsge.org,557,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15911,"40.754975,-73.926977",40.754975,-73.926977,0.05,International Baccalaureate Program
31R028,1,"Eagle Academy for Young Men of Staten Island, The",,"101 Warren Street, Staten Island NY 10304 (40.620443,-74.080695)",https://eaglestatenisland.org/,306,,Not Accessible,https://www.myschools.nyc/en/schools/high-school/19134,"40.620443,-74.080695",40.620443,-74.080695,0.05,The Eagle Academy for Young Men of Staten Island
31R047,1,CSI High School for International Studies,,"100 Essex Drive, Staten Island NY 10314 (40.581958,-74.159343)",csihighschool.org,487,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Program,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16121,"40.581958,-74.159343",40.581958,-74.159343,0.05,CSI High School for International Studies
31R064,1,Gaynor McCown Expeditionary Learning School,,"100 Essex Drive, Staten Island NY 10314 (40.581958,-74.159343)",http://www.gaynormccownels.org/,420,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Online Grading System,Orientation,Uniform",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19140,"40.581958,-74.159343",40.581958,-74.159343,0.05,Gaynor McCown Expeditionary Learning School
31R080,2,"Michael J. Petrides School, The",,"715 Ocean Terrace, Staten Island NY 10301 (40.607637,-74.105883)",Petridesschool.com,1338,"College Trips,Online Grading System",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18694,"40.607637,-74.105883",40.607637,-74.105883,0.1,"Comprehensive Academic, The Michael J. Petrides School D75 Inclusion Program"
31R440,11,New Dorp High School,,"465 New Dorp Lane, Staten Island NY 10306 (40.570909,-74.105878)",www.newdorphs.org,3106,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15630,"40.570909,-74.105878",40.570909,-74.105878,0.55,"The Academy of Education and Leadership, Law Institute & AFJROTC, Corporate Center for Business & Technology, Institute of Health Sciences, Academy of Communication and Media Arts, Academy of Fine and Dramatic Arts, Math & Science Institute, Institute of Forensic Science & Criminology, New Dorp High School D75 Inclusion Program, New Dorp High School ASD Horizon Program, Zoned"
31R445,10,Port Richmond High School,,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16251,"40.635562,-74.141924",40.635562,-74.141924,0.5,"Gateway Honors Program: Mathematics & Science Institute for Pre-College Education, Culinary Arts, Junior Reserve Officers' Training Corps, STEAM (9-14 option available), Institute of Business Technology, Hospitality & Entrepreneurship, The Academy of the Arts, Medical Technology, Collegiate Academy Honors Program: Humanities Institute for Pre-College Education, Port Richmond High School D75 Inclusion Program, Zoned"
31R450,11,Curtis High School,,"105 Hamilton Avenue, Staten Island NY 10301 (40.645436,-74.082149)",www.curtishs.org,2476,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18461,"40.645436,-74.082149",40.645436,-74.082149,0.55,"Software Engineering Institute, Human and Legal Studies/Law Enforcement Academy, International Baccalaureate/Scholarship Honors Program, Media Studies at the Journalism Institute, Naval Junior Reserve Officers' Training Corps, Practical Nursing/ Nursing Assistant, Performing Arts, IB Career-related / Scholarship Honors Program, Visual Arts, Curtis High School D75 Inclusion Program, Zoned"
31R455,12,Tottenville High School,,"100 Luten Avenue, Staten Island NY 10312 (40.528152,-74.193431)",www.tottenvillehs.com,3694,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19328,"40.528152,-74.193431",40.528152,-74.193431,0.6,"STEAM Academy, Marine Corps Junior Reserve Officers' Training Corps, Classics Institute, Law Academy, Automotive Academy, Culinary Academy, Advertising Academy, Performing & Visual Arts, Science Institute, Tottenville High School D75 Inclusion Program, Tottenville High School ASD Nest Program, Zoned"
