dbn,program,program_name,grade9geapplicantsperseat,grade9swdapplicantsperseat,eligibility,prgdesc,admissionspriority1,admissionspriority2,admissionspriority3,admissionspriority4,requirement_1,requirement_2,requirement_3,requirement_4,requirement_5,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description
31R445,program4,STEAM (9-14 option available),N/A - new program,N/A - new program,NA,"Our STEAM (Science, Technology, Engineering, Arts & Mathematics) Academy allows our students to continue the quest towards being college ready while also nurturing their imagination and creativity. Students in this program follow a scope & sequence of courses such as: Coding, Engineering Design, Experimental Engineering, AutoCAD, Graphic Arts, Digital Music Lab, Advanced Placement Computer Science and Advanced Placement Environmental Science.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R445,program5,"Institute of Business Technology, Hospitality & Entrepreneurship",3,3,NA,"The Institute of Business Technology, Hospitality & Entrepreneurship is a challenging program that immerses students in a CTE instructional model preparing them for business, economics, finance, and career education through the Virtual Enterprise Program.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R445,program6,The Academy of the Arts,6,9,NA,"The Academy of the Arts nurtures creatively talented students while providing comprehensive Regents level instruction including Advanced Placement and Honors courses. Students have the opportunity to experience classes in Media, Visual and Performing Arts. Classes include leveled band classes, Jazz Band, Marching Band, Chorus, Guitar, Orchestra, Theater, Radio & Television and Visual Arts classes. Partnerships include SI Community Television, Roundabout Theatre Company and Exploring The Arts.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R445,program7,Medical Technology,5,4,NA,"The Medical Technology Academy students receive an enriched experience in varying aspects of medicine and health care fields including Anatomy and Physiology, Microbiology and Medical Assisting. Students bridge the school-career transition by working with our partner programs at Richmond University Medical Center, Staten Island University Hospital, the Physician's Assistant Program at Wagner College and the New York Blood Center.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R445,program8,Collegiate Academy Honors Program: Humanities Institute for Pre-College Education,7,2,NA,"The Collegiate Academy Honors Program is a competitive honors program that prepares students for college study in the humanities. Students complete college-level courses in the humanities.Through the YMCA of Greater New York, students are provided enrichment in college access and career development and SAT/ACT Prep. Students enjoy a free membership to the YMCA.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,2018-19 ELA/Math State Test Scores - 20%,2018-19 Final Grades - 40%,2019-20 Marking Period Grades - 40%,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R445,program9,Port Richmond High School D75 Inclusion Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Port Richmond High School,NA,"85 St. Josephs Avenue, Staten Island NY 10302 (40.635562,-74.141924)",www.portrichmondhs.org,1564,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
31R450,program1,Software Engineering Institute,5,5,NA,"The SEI's rigorous, four-year sequence equips students with computer technology skills that lead to success in the 21st century workplace. The program introduces students to computer science, programming, web design and engineering. The sequence includes HTML, CSS, Photoshop, Python, JavaScript and SNAP. This program is excellent preparation for students interested in a computer science college major and the opportunity to get advanced college placement by taking an AP Computer Science class.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Curtis High School,NA,"105 Hamilton Avenue, Staten Island NY 10301 (40.645436,-74.082149)",www.curtishs.org,2476,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
31R450,program10,Curtis High School D75 Inclusion Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Curtis High School,NA,"105 Hamilton Avenue, Staten Island NY 10301 (40.645436,-74.082149)",www.curtishs.org,2476,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
31R450,program11,Zoned,N/A - zoned program,N/A - zoned program,NA,Comprehensive academic program.,Guaranteed offer to students who live in the zoned area,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Curtis High School,NA,"105 Hamilton Avenue, Staten Island NY 10301 (40.645436,-74.082149)",www.curtishs.org,2476,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
31R450,program2,Human and Legal Studies/Law Enforcement Academy,5,4,NA,"This program offers students the opportunity to gain a basic understanding of law as the foundation of human society and our role as citizens in the justice system. In addition to standard academic curricula, students interact with representatives from the legal community, including district attorneys, judges, and special law enforcement agencies such as the FBI.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Curtis High School,NA,"105 Hamilton Avenue, Staten Island NY 10301 (40.645436,-74.082149)",www.curtishs.org,2476,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
31R450,program3,International Baccalaureate/Scholarship Honors Program,6,1,NA,"The IB Diploma Program offers students a unique, rigorous curriculum in Humanities and STEM-related fields authorized by the IB Organization. All students are expected to achieve an Advanced Regents Diploma and will also take numerous AP courses in addition to their seven required IB courses.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,2018-19 ELA/Math State Test Scores - 30%,2018-19 Final Grades - 35%,2019-20 Marking Period Grades - 35%,NA,NA,Curtis High School,NA,"105 Hamilton Avenue, Staten Island NY 10301 (40.645436,-74.082149)",www.curtishs.org,2476,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
31R450,program4,Media Studies at the Journalism Institute,4,3,NA,"This program offers students opportunities to explore the following: writing, layout design, photography and documentary film. Students become multi-platform producers and explore how to use social media to tell their stories and represent their generation. Students become citizen journalists and learn how their voices can impact the ever-changing media environment.",Priority to Staten Island students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Curtis High School,NA,"105 Hamilton Avenue, Staten Island NY 10301 (40.645436,-74.082149)",www.curtishs.org,2476,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community School,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
